Earth science is the study of the Earth and its neighbors in space.	Ẹ̀kọ́ nípa ilẹ̀-ayé jẹ́ ẹ̀kọ́ ilẹ̀ ayé àti àwọn alábagbé rẹ̀ ní òfúrufú.
The Sun is the star at the center of our Solar System.	Oòrùn jẹ́ ìràwọ̀ tí ó wà ní ààrin Ètò Oòrùn oun ìsọ̀gbè rẹ̀ wa.
The Sun provides the energy that sustains life on Earth.	Oòrùn npèsè agbára tí ó ntọ́jú ìyè lórí Ayé.
A light year is the distance light travels in one year, approximately 9.5 trillion kilometers.	Ọdún-ìtànná jẹ́ ìjìnà tí ìtànná yóò rin ní ọdún kan, nkan bí trillion mẹ́sàn-án àti ààbọ̀ kilomita.
A black hole is a region of spacetime where gravity is so strong that nothing, not even light, can escape from it.	Ihò dúdú jẹ́ agbègbè òfúrufú-àkókò níbi tí òòfà lágbára tó bẹ́ẹ̀ tí kò sí ohun, kódà ìtànná, tí ó lè sálọ láti inú rẹ̀.
A supernova is an explosion of a star that is extremely luminous.	Ìpọ́njú-ìràwọ̀ jẹ́ ìbẹ́ ìràwọ̀ kan tí ó tàn dáradára.
A solar eclipse occurs when the Moon passes between the Earth and the Sun.	Ìdílójú oòrùn nṣẹlẹ̀ nígbà tí Òṣùpá bá kọjá láàrín Ayé àti Oòrùn.
A lunar eclipse occurs when the Earth passes between the Sun and the Moon.	Ìdílójú òṣùpá nṣẹlẹ̀ nígbà tí Ayé bá kọjá láàrín Oòrùn àti Òṣùpá.
The Big Bang theory is the prevailing cosmological model for the observable universe.	Ìlànà Ìbẹ́ Nlá jẹ́ àpẹẹrẹ ìmọ̀ ẹ̀dá-t'ọ̀run tí ó ṣẹ́lẹ̀ jùlọ fún àgbáyé tí a lè rí.
A satellite is an object that orbits a planet or star.	Ìsọ̀gbè jẹ́ ohun tí ó nyí ayé tàbí ìràwọ̀ ká.
An artificial satellite is a manufactured object that continuously orbits Earth or another celestial body.	Ìsọ̀gbè àtọwọ́dá jẹ́ ohun tí a ṣẹ̀dá tí ó nyí Ayé tàbí ẹ̀dá-t'ọ̀run míràn ká láìsinmi.
The International Space Station is the largest artificial object in space.	Ibùdó Òfúrufú Àgbáyé jẹ́ ohun àtọwọ́dá tí ó tóbi jùlọ nínú òfúrufú.
Space telescopes are instruments located in outer space that observe distant planets, galaxies, and other astronomical objects.	Àwọn ẹ̀rọ ìrí-jìn òfúrufú jẹ́ àwọn ohun èlò tí ó wà ní òfúrufú òde tí ó nwo àwọn ayé jíjìn, àjọọ̀ràwọ̀, àti àwọn ohun ìmọ̀ ẹ̀dá-t'ọ̀run míràn.
The Hubble Space Telescope has revolutionized astronomy by providing deep and clear views of the universe.	Ẹ̀rọ ìrí-jìn Òfúrufú Hubble ti ṣe àyípadà ìmọ̀ ẹ̀dá-t'ọ̀run nípa pípèsè àwọn ìwò jíjìn àti mímọ́ ti àgbáyé.
Astrophysics is the branch of astronomy that employs the principles of physics to understand the properties of celestial objects.	Ẹ̀kọ́ nípa ẹ̀dá t'ọ̀run jẹ́ ẹ̀ka ìmọ̀ ẹ̀dá-t'ọ̀run tí ó nlò àwọn ìlànà ẹ̀kọ́ nípa-ẹ̀dá láti lóye àwọn ìní àwọn ẹ̀dá-t'ọ̀run.
Cosmology is the scientific study of the origin, evolution, and fate of the universe.	Ẹ̀kọ́ nípa ìdá àgbáyé jẹ́ ìkẹ́kọ̀ọ́ ìmọ̀-jìnlẹ̀ nípa ìbẹ̀rẹ̀, ìtìranyà, àti àyàntọ́jú àgbáyé.
The Cosmic Microwave Background radiation is the thermal radiation left over from the Big Bang.	Ìtànná Ẹ̀hìn Òfúrufú Agbáyé jẹ́ ìtànná ìgbóná tí ó kù láti Ìbẹ́ Nlá.
Dark matter is a type of matter hypothesized to account for gravitational effects observed in very large structures.	Ohun dúdú jẹ́ irú ohun tí ó jẹ́ àròsọ láti ṣàlàyé àwọn ipa òòfà tí a kíyèsí ní àwọn ètò tí ó tóbi púpọ̀.
Earth sciences include geology, meteorology, oceanography, and astronomy, all studying different aspects of our planet and beyond.	Àwọn ẹ̀kọ́ ilẹ̀-ayé pẹ̀lú ẹ̀kọ́ ìṣẹ̀dálẹ̀-ayé, ẹ̀kọ́ òyijú-ayé, ẹ̀kọ́ nípa àwọn òkun, àti ẹ̀kọ́ nípa àwọn ẹ̀dá-t'ọ̀run, gbogbo wọn nkẹ́kọ̀ọ́ àwọn oriṣiriṣi apá ayé wa àti ìbí míràn.
Geologists study the solid Earth, from rocks and minerals to landforms and plate tectonics.	Àwọn onímọ̀ ìṣẹ̀dálẹ̀-ayé nkẹ́kọ̀ọ́ ilẹ̀ ayé líle, láti àwọn àpáta àti àlùmọ́nì sí àwọn ìrísí ilẹ̀ àti ìṣẹ̀dáká àwọn pẹpẹ.
Meteorologists focus on the atmosphere, tracking weather patterns and climate changes.	Àwọn onímọ̀ òyijú-ayé ndá mọ́ òyì ojú ayé, títẹ̀lé àpẹẹrẹ ojú-ọjọ́ àti àwọn ìyípadà sáà ojú-ọjọ́.
Oceanographers explore the world's oceans, studying marine life, ocean currents, and underwater topography.	Àwọn onímọ̀ nípa àwọn òkun nṣe ìwádìí àwọn òkun àgbáyé, tí wọ́n nkẹ́kọ̀ọ́ ìyè òkun, àwọn ìṣàn òkun, àti ìrísí ìsàlẹ̀ omi.
Astronomers study celestial objects like stars, planets, and galaxies, often looking beyond our Solar System.	Àwọn onímọ̀ ẹ̀dá-t'ọ̀run nkẹ́kọ̀ọ́ àwọn ẹ̀dá-t'ọ̀run bí àwọn ìràwọ̀, ayé, àti àjọọ̀ràwọ̀, tí wọ́n máa nwò èyí tí ó kọjá Ètò Oòrùn oun ìsọ̀gbè rẹ̀ wa.
Climate change affects all Earth systems, from melting glaciers (geology) to changing weather patterns (meteorology).	Ìyípadà sáà ojú-ọjọ́ ní ipa lórí gbogbo ètò ilẹ̀ ayé, láti yíyọ́ àwọn òkìtì yìnyín (ẹ̀kọ́ ìṣẹ̀dálẹ̀-ayé) sí àpẹẹrẹ ojú-ọjọ́ tí ó nyípadà (ẹ̀kọ́ òyijú-ayé).
Rising sea levels (oceanography) are partly caused by melting ice caps (geology and meteorology).	Àwọn ipò òkun tí ó ngbéga (ẹ̀kọ́ nípa àwọn òkun) jẹ́ díẹ̀ nípa àwọn ìborí yìnyín tí ó nyọ́ (ẹ̀kọ́ ìṣẹ̀dálẹ̀-ayé àti ẹ̀kọ́ òyijú-ayé).
Volcanic eruptions (geology) can release ash into the atmosphere (meteorology) which can affect global temperatures.	Àwọn ìfẹ̀-ilẹ̀ (ẹ̀kọ́ ìṣẹ̀dálẹ̀-ayé) lè tú eérú sínú òyì ojú ayé (ẹ̀kọ́ òyijú-ayé) tí ó lè ní ipa lórí àwọn ìgbóná àgbáyé.
Ocean currents (oceanography) are driven by temperature differences (meteorology) and the rotation of the Earth (astronomy).	Àwọn ìṣàn òkun (ẹ̀kọ́ nípa àwọn òkun) njẹ́ títẹ̀lé nípa àwọn ìyàtọ̀ ìgbóná (ẹ̀kọ́ òyijú-ayé) àti yíyí ayé ká (ẹ̀kọ́ nípa àwọn ẹ̀dá-t'ọ̀run).
The moon's gravitational pull (astronomy) causes ocean tides (oceanography).	Fífà òòfà òṣùpá (ẹ̀kọ́ nípa àwọn ẹ̀dá-t'ọ̀run) nfa ìyọ àti ìṣa omi òkun (ẹ̀kọ́ nípa àwọn òkun).
Sedimentary rocks (geology) can contain fossils of marine life (oceanography) that lived millions of years ago.	Àwọn àpáta ìsìlẹ̀ (ẹ̀kọ́ ìṣẹ̀dálẹ̀-ayé) lè ní àwọn ẹ̀kú àwọn ẹ̀dá-alààyè òkun (ẹ̀kọ́ nípa àwọn òkun) tí ó gbé ọ̀pọ̀lọpọ̀ ọ̀kẹ́ ọdún sẹ́hìn.
Earth's protective magnetic field (geology) shields our atmosphere (meteorology) from harmful solar radiation (astronomy).	Ìtẹ́ òòfà aláàbò ayé (ẹ̀kọ́ ìṣẹ̀dálẹ̀-ayé) daabo bo òyì ojú ayé wa (ẹ̀kọ́ òyijú-ayé) kúrò lọ́wọ́ ìtànná oòrùn olóró (ẹ̀kọ́ nípa àwọn ẹ̀dá-t'ọ̀run).
Coral reefs (oceanography) are threatened by ocean acidification (oceanography) caused by increased atmospheric carbon dioxide (meteorology).	Àwọn òkìtì bèbè òkun (ẹ̀kọ́ nípa àwọn òkun) wà ní ewu nípa ìdíkàn òkun (ẹ̀kọ́ nípa àwọn òkun) tí ó wá látorí ìgbéga òyì-èédú òyì ojú ayé (ẹ̀kọ́ òyijú-ayé).
The carbon cycle connects the atmosphere (meteorology), oceans (oceanography), and land (geology) through continuous exchange processes.	Ìyípo eedu so òyì ojú ayé (ẹ̀kọ́ òyijú-ayé), àwọn òkun (ẹ̀kọ́ nípa àwọn òkun), àti il
